,index,timestamp,userID,data_str,movieID,rating
59,10441,2023-02-08T02:23:10,911867,GET /rate/something+in+the+wind+1947=3,something+in+the+wind+1947,3
60,10735,2023-02-08T02:23:11,358061,GET /rate/curse+of+the+golden+flower+2006=5,curse+of+the+golden+flower+2006,5
61,10970,2023-02-08T02:23:11,903240,GET /rate/the+avengers+2012=3,the+avengers+2012,3
62,10999,2023-02-08T02:23:11,34080,GET /rate/the+bourne+supremacy+2004=4,the+bourne+supremacy+2004,4
63,11222,2023-02-08T02:23:12,937533,GET /rate/sanshiro+sugata+part+two+1945=4,sanshiro+sugata+part+two+1945,4
64,11409,2023-02-08T02:23:12,673657,GET /rate/death+of+a+salesman+1951=3,death+of+a+salesman+1951,3
65,11531,2023-02-08T02:23:12,641769,GET /rate/re-animator+1985=5,re-animator+1985,5
66,11690,2023-02-08T02:23:12,253833,GET /rate/the+equalizer+2014=4,the+equalizer+2014,4
67,11794,2023-02-08T02:23:13,731457,GET /rate/terminator+2+judgment+day+1991=4,terminator+2+judgment+day+1991,4
68,11827,2023-02-08T02:23:13,285343,GET /rate/the+hunger+games+mockingjay+-+part+1+2014=4,the+hunger+games+mockingjay+-+part+1+2014,4
69,11831,2023-02-08T02:23:13,21358,GET /rate/whiplash+2014=5,whiplash+2014,5
70,11843,2023-02-08T02:23:13,126888,GET /rate/the+long+voyage+home+1940=4,the+long+voyage+home+1940,4
71,11987,2023-02-08T02:23:13,775082,GET /rate/careless+love+2012=4,careless+love+2012,4
72,12316,2023-02-08T02:23:14,162322,GET /rate/ratatouille+2007=4,ratatouille+2007,4
73,12326,2023-02-08T02:23:14,248579,GET /rate/upstairs+and+downstairs+1959=3,upstairs+and+downstairs+1959,3
74,12715,2023-02-08T02:23:14,497193,GET /rate/the+great+muppet+caper+1981=4,the+great+muppet+caper+1981,4
75,12725,2023-02-08T02:23:14,385105,GET /rate/the+avengers+2012=4,the+avengers+2012,4
76,12808,2023-02-08T02:23:14,934716,GET /rate/the+home+of+dark+butterflies+2008=3,the+home+of+dark+butterflies+2008,3
77,13047,2023-02-08T02:23:15,359076,GET /rate/ratatouille+2007=5,ratatouille+2007,5
78,13059,2023-02-08T02:23:15,147944,GET /rate/dr.+jekyll+and+mr.+hyde+1931=4,dr.+jekyll+and+mr.+hyde+1931,4
79,13178,2023-02-08T02:23:15,907187,GET /rate/running+scared+1986=4,running+scared+1986,4
80,13344,2023-02-08T02:23:15,228918,GET /rate/for+your+eyes+only+1981=3,for+your+eyes+only+1981,3
81,13431,2023-02-08T02:23:16,156803,GET /rate/daughters+of+darkness+1971=3,daughters+of+darkness+1971,3
82,13457,2023-02-08T02:23:16,543773,GET /rate/backstage+2005=3,backstage+2005,3
83,13596,2023-02-08T02:23:16,297148,GET /rate/trailer+park+boys+countdown+to+liquor+day+2009=4,trailer+park+boys+countdown+to+liquor+day+2009,4
84,13849,2023-02-08T02:23:16,154092,GET /rate/where+eagles+dare+1968=3,where+eagles+dare+1968,3
85,14041,2023-02-08T02:23:17,725978,GET /rate/the+deal+2005=4,the+deal+2005,4
86,14076,2023-02-08T02:23:17,397224,GET /rate/the+night+they+raided+minskys+1968=3,the+night+they+raided+minskys+1968,3
87,14343,2023-02-08T02:23:17,606154,GET /rate/went+the+day+well+1942=4,went+the+day+well+1942,4
88,14830,2023-02-08T02:23:18,618351,GET /rate/ice+age+dawn+of+the+dinosaurs+2009=3,ice+age+dawn+of+the+dinosaurs+2009,3
89,15298,2023-02-08T02:23:19,88647,GET /rate/my+neighbor+totoro+1988=3,my+neighbor+totoro+1988,3
90,15429,2023-02-08T02:23:19,551787,GET /rate/big+hero+6+2014=4,big+hero+6+2014,4
91,15471,2023-02-08T02:23:19,632730,GET /rate/barking+dogs+never+bite+2000=4,barking+dogs+never+bite+2000,4
92,15649,2023-02-08T02:23:20,755086,GET /rate/the+wolf+of+wall+street+2013=3,the+wolf+of+wall+street+2013,3
93,15802,2023-02-08T02:23:20,222805,GET /rate/the+princess+diaries+2+royal+engagement+2004=2,the+princess+diaries+2+royal+engagement+2004,2
94,16129,2023-02-08T02:23:21,924466,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5
95,16268,2023-02-08T02:23:21,637843,GET /rate/inception+2010=4,inception+2010,4
96,16437,2023-02-08T02:23:21,269663,GET /rate/shadow+dancer+2012=4,shadow+dancer+2012,4
97,16702,2023-02-08T02:23:22,909640,GET /rate/the+factory+2012=4,the+factory+2012,4
98,16753,2023-02-08T02:23:22,157905,GET /rate/hanna+2011=4,hanna+2011,4
99,16803,2023-02-08T02:23:22,803676,GET /rate/leon+the+professional+1994=5,leon+the+professional+1994,5
100,16817,2023-02-08T02:23:22,129638,GET /rate/my+man+godfrey+1957=4,my+man+godfrey+1957,4
101,16838,2023-02-08T02:23:22,546285,GET /rate/big+hero+6+2014=3,big+hero+6+2014,3
102,17006,2023-02-08T02:23:22,863277,GET /rate/the+contract+2006=3,the+contract+2006,3
103,17227,2023-02-08T02:23:22,733052,GET /rate/the+spanish+prisoner+1997=5,the+spanish+prisoner+1997,5
104,17361,2023-02-08T02:23:23,900193,GET /rate/kung+fu+hustle+2004=4,kung+fu+hustle+2004,4
105,17429,2023-02-08T02:23:23,918832,GET /rate/up+2009=5,up+2009,5
106,17565,2023-02-08T02:23:23,797121,GET /rate/all+tomorrows+parties+2009=4,all+tomorrows+parties+2009,4
107,17805,2023-02-08T02:23:24,361419,GET /rate/rubber+2010=1,rubber+2010,1
108,17895,2023-02-08T02:23:24,133062,GET /rate/harsh+times+2005=4,harsh+times+2005,4
109,17944,2023-02-08T02:23:24,832878,GET /rate/forrest+gump+1994=5,forrest+gump+1994,5
110,18070,2023-02-08T02:23:24,452626,GET /rate/the+lord+of+the+rings+the+two+towers+2002=3,the+lord+of+the+rings+the+two+towers+2002,3
111,18221,2023-02-08T02:23:24,281321,GET /rate/time+and+tide+2000=4,time+and+tide+2000,4
112,18266,2023-02-08T02:23:24,103486,GET /rate/the+good_+the+bad+and+the+ugly+1966=4,the+good_+the+bad+and+the+ugly+1966,4
113,18368,2023-02-08T02:23:25,290120,GET /rate/flight+of+the+conchords+a+texan+odyssey+2006=3,flight+of+the+conchords+a+texan+odyssey+2006,3
114,18418,2023-02-08T02:23:25,153464,GET /rate/the+thin+blue+line+1988=4,the+thin+blue+line+1988,4
115,18568,2023-02-08T02:23:25,933508,GET /rate/comedian+2002=5,comedian+2002,5
116,18755,2023-02-08T02:23:25,919167,GET /rate/joint+security+area+2000=4,joint+security+area+2000,4
117,18818,2023-02-08T02:23:25,170864,GET /rate/indiana+jones+and+the+temple+of+doom+1984=4,indiana+jones+and+the+temple+of+doom+1984,4
118,18951,2023-02-08T02:23:26,197116,GET /rate/cinderella+1950=5,cinderella+1950,5
119,19395,2023-02-08T02:23:27,377807,GET /rate/whiplash+2014=4,whiplash+2014,4
120,19428,2023-02-08T02:23:27,91327,GET /rate/road+trip+beer+pong+2009=3,road+trip+beer+pong+2009,3
121,19460,2023-02-08T02:23:27,154113,GET /rate/howls+moving+castle+2004=3,howls+moving+castle+2004,3
122,19796,2023-02-08T02:23:27,711669,GET /rate/the+day+the+earth+stood+still+1951=4,the+day+the+earth+stood+still+1951,4
123,19851,2023-02-08T02:23:27,88019,GET /rate/lady+and+the+tramp+1955=4,lady+and+the+tramp+1955,4
124,19853,2023-02-08T02:23:27,883533,GET /rate/rudolph_+the+red-nosed+reindeer+1964=3,rudolph_+the+red-nosed+reindeer+1964,3
125,19861,2023-02-08T02:23:27,593760,GET /rate/the+shining+1980=5,the+shining+1980,5
126,19909,2023-02-08T02:23:27,246613,GET /rate/the+square+2013=4,the+square+2013,4
127,20394,2023-02-08T02:23:28,725842,GET /rate/atlas+shrugged+part+ii+2012=4,atlas+shrugged+part+ii+2012,4
128,20524,2023-02-08T02:23:29,870654,GET /rate/after.life+2010=4,after.life+2010,4
129,20557,2023-02-08T02:23:29,896705,GET /rate/sleeping+beauty+1959=2,sleeping+beauty+1959,2
130,20561,2023-02-08T02:23:29,15446,GET /rate/starship+troopers+1997=3,starship+troopers+1997,3
131,20605,2023-02-08T02:23:29,14920,GET /rate/interstellar+2014=5,interstellar+2014,5
132,20922,2023-02-08T02:23:29,464932,GET /rate/padre+padrone+1977=4,padre+padrone+1977,4
133,21028,2023-02-08T02:23:30,853008,GET /rate/the+lord+of+the+rings+the+return+of+the+king+2003=5,the+lord+of+the+rings+the+return+of+the+king+2003,5
134,21054,2023-02-08T02:23:30,253620,GET /rate/the+handcuff+king+2002=3,the+handcuff+king+2002,3
135,21064,2023-02-08T02:23:30,533935,GET /rate/castle+in+the+sky+1986=4,castle+in+the+sky+1986,4
136,21515,2023-02-08T02:23:30,932166,GET /rate/ski+school+1990=3,ski+school+1990,3
137,21668,2023-02-08T02:23:31,248268,GET /rate/the+remaining+2014=4,the+remaining+2014,4
138,21687,2023-02-08T02:23:31,125675,GET /rate/who+killed+the+electric+car+2006=3,who+killed+the+electric+car+2006,3
139,21835,2023-02-08T02:23:31,29666,GET /rate/i_+robot+2004=5,i_+robot+2004,5
140,21960,2023-02-08T02:23:31,253681,GET /rate/mccabe++mrs.+miller+1971=4,mccabe++mrs.+miller+1971,4
141,21983,2023-02-08T02:23:31,828287,GET /rate/suing+the+devil+2011=4,suing+the+devil+2011,4
142,22359,2023-02-08T02:23:32,802010,GET /rate/ponyo+2008=4,ponyo+2008,4
143,22422,2023-02-08T02:23:32,883998,GET /rate/the+interrogation+2009=4,the+interrogation+2009,4
144,22423,2023-02-08T02:23:32,892041,GET /rate/donnie+darko+2001=5,donnie+darko+2001,5
145,22662,2023-02-08T02:23:32,278687,GET /rate/the+long_+hot+summer+1958=4,the+long_+hot+summer+1958,4
146,22667,2023-02-08T02:23:33,862931,GET /rate/batman+begins+2005=5,batman+begins+2005,5
147,22703,2023-02-08T02:23:33,593845,GET /rate/pirates+of+the+caribbean+dead+mans+chest+2006=4,pirates+of+the+caribbean+dead+mans+chest+2006,4
148,22731,2023-02-08T02:23:33,808607,GET /rate/the+equalizer+2014=4,the+equalizer+2014,4
149,22734,2023-02-08T02:23:33,2082,GET /rate/bambi+1942=3,bambi+1942,3
150,22996,2023-02-08T02:23:33,681963,GET /rate/a+christmas+carol+1999=3,a+christmas+carol+1999,3
151,23296,2023-02-08T02:23:34,669918,GET /rate/bang+bang+1971=3,bang+bang+1971,3
152,23799,2023-02-08T02:23:35,143209,GET /rate/a+get2gether+2005=3,a+get2gether+2005,3
153,24261,2023-02-08T02:23:35,244751,GET /rate/princess+yang+kwei+fei+1955=4,princess+yang+kwei+fei+1955,4
154,24264,2023-02-08T02:23:35,742028,GET /rate/the+name+of+the+rose+1986=4,the+name+of+the+rose+1986,4
155,24297,2023-02-08T02:23:36,239178,GET /rate/i+really+hate+my+job+2007=3,i+really+hate+my+job+2007,3
156,24393,2023-02-08T02:23:36,913512,GET /rate/pieces+of+april+2003=4,pieces+of+april+2003,4
157,24477,2023-02-08T02:23:36,643839,GET /rate/35+and+ticking+2011=3,35+and+ticking+2011,3
158,24564,2023-02-08T02:23:36,231195,GET /rate/amen.+2002=4,amen.+2002,4
159,24922,2023-02-08T02:23:37,38530,GET /rate/the+glamorous+life+of+sachiko+hanai+2003=4,the+glamorous+life+of+sachiko+hanai+2003,4
160,24943,2023-02-08T02:23:37,343173,GET /rate/new+york+a+documentary+film+1999=4,new+york+a+documentary+film+1999,4
161,25121,2023-02-08T02:23:37,494958,GET /rate/away+we+go+2009=3,away+we+go+2009,3
162,25228,2023-02-08T02:23:37,20119,GET /rate/ratatouille+2007=3,ratatouille+2007,3
163,25254,2023-02-08T02:23:37,704107,GET /rate/batman+begins+2005=3,batman+begins+2005,3
164,25258,2023-02-08T02:23:37,160939,GET /rate/monty+python+and+the+holy+grail+1975=5,monty+python+and+the+holy+grail+1975,5
165,25312,2023-02-08T02:23:37,129031,GET /rate/quantum+of+solace+2008=4,quantum+of+solace+2008,4
166,25323,2023-02-08T02:23:37,64308,GET /rate/once+upon+a+warrior+2011=3,once+upon+a+warrior+2011,3
167,25474,2023-02-08T02:23:38,306727,GET /rate/the+garden+1990=3,the+garden+1990,3
168,25532,2023-02-08T02:23:38,669673,GET /rate/zeitgeist+addendum+2008=4,zeitgeist+addendum+2008,4
169,25686,2023-02-08T02:23:38,26164,GET /rate/a+beautiful+mind+2001=4,a+beautiful+mind+2001,4
170,25884,2023-02-08T02:23:39,208972,GET /rate/bodyguards+and+assassins+2009=4,bodyguards+and+assassins+2009,4
171,25894,2023-02-08T02:23:39,791952,GET /rate/pornography+2003=4,pornography+2003,4
172,25957,2023-02-08T02:23:39,159522,GET /rate/citizen+kane+1941=5,citizen+kane+1941,5
173,25970,2023-02-08T02:23:39,803098,GET /rate/raiders+of+the+lost+ark+1981=4,raiders+of+the+lost+ark+1981,4
174,25992,2023-02-08T02:23:39,159834,GET /rate/forest+warrior+1996=4,forest+warrior+1996,4
175,26031,2023-02-08T02:23:39,366756,GET /rate/in+the+land+of+women+2007=4,in+the+land+of+women+2007,4
176,26121,2023-02-08T02:23:39,515975,GET /rate/frankenstein+1910=3,frankenstein+1910,3
177,26128,2023-02-08T02:23:39,596095,GET /rate/terminator+2+judgment+day+1991=4,terminator+2+judgment+day+1991,4
178,26158,2023-02-08T02:23:39,92830,GET /rate/it+follows+2015=5,it+follows+2015,5
179,26410,2023-02-08T02:23:39,757802,GET /rate/scarface+1983=5,scarface+1983,5
180,26685,2023-02-08T02:23:40,90083,GET /rate/the+man+who+knew+too+much+1956=4,the+man+who+knew+too+much+1956,4
181,26704,2023-02-08T02:23:40,502859,GET /rate/master+and+commander+the+far+side+of+the+world+2003=3,master+and+commander+the+far+side+of+the+world+2003,3
182,26787,2023-02-08T02:23:40,628073,GET /rate/a+night+out+1915=3,a+night+out+1915,3
183,26920,2023-02-08T02:23:40,421248,GET /rate/the+matrix+1999=4,the+matrix+1999,4
184,27152,2023-02-08T02:23:41,824000,GET /rate/from+the+life+of+the+marionettes+1980=3,from+the+life+of+the+marionettes+1980,3
185,27200,2023-02-08T02:23:41,394392,GET /rate/the+hobbit+the+desolation+of+smaug+2013=4,the+hobbit+the+desolation+of+smaug+2013,4
186,27757,2023-02-08T02:23:42,121309,GET /rate/cry_+the+beloved+country+1995=4,cry_+the+beloved+country+1995,4
187,27806,2023-02-08T02:23:42,381933,GET /rate/forrest+gump+1994=5,forrest+gump+1994,5
188,27986,2023-02-08T02:23:42,534170,GET /rate/a+chinese+ghost+story+1987=4,a+chinese+ghost+story+1987,4
189,28105,2023-02-08T02:23:43,927971,GET /rate/melody+time+1948=4,melody+time+1948,4
190,28137,2023-02-08T02:23:43,778390,GET /rate/george+carlin+its+bad+for+ya+2008=5,george+carlin+its+bad+for+ya+2008,5
191,28216,2023-02-08T02:23:43,153732,GET /rate/fireproof+2008=3,fireproof+2008,3
192,28381,2023-02-08T02:23:43,431582,GET /rate/meat+love+1989=3,meat+love+1989,3
193,28684,2023-02-08T02:23:44,271155,GET /rate/photographing+fairies+1997=4,photographing+fairies+1997,4
194,28693,2023-02-08T02:23:44,908921,GET /rate/six+degrees+of+separation+1993=4,six+degrees+of+separation+1993,4
195,29185,2023-02-08T02:23:45,431641,GET /rate/black+and+white+1968=3,black+and+white+1968,3
196,29200,2023-02-08T02:23:45,488285,GET /rate/pulp+fiction+1994=5,pulp+fiction+1994,5
197,29871,2023-02-08T02:23:46,336430,GET /rate/8+heads+in+a+duffel+bag+1997=4,8+heads+in+a+duffel+bag+1997,4
198,29910,2023-02-08T02:23:46,765937,GET /rate/the+other+sister+1999=3,the+other+sister+1999,3
199,30211,2023-02-08T02:23:47,338314,GET /rate/whats+up_+tiger+lily+1966=4,whats+up_+tiger+lily+1966,4
200,30291,2023-02-08T02:23:47,623667,GET /rate/raiders+of+the+lost+ark+1981=4,raiders+of+the+lost+ark+1981,4
201,30715,2023-02-08T02:23:47,288253,GET /rate/the+hobbit+an+unexpected+journey+2012=3,the+hobbit+an+unexpected+journey+2012,3
202,31778,2023-02-08T02:23:49,896011,GET /rate/straw+dogs+1971=2,straw+dogs+1971,2
203,31814,2023-02-08T02:23:50,37905,GET /rate/sixteen+candles+1984=3,sixteen+candles+1984,3
204,31842,2023-02-08T02:23:50,710045,GET /rate/the+purge+anarchy+2014=3,the+purge+anarchy+2014,3
205,31883,2023-02-08T02:23:50,224144,GET /rate/nausica+of+the+valley+of+the+wind+1984=3,nausica+of+the+valley+of+the+wind+1984,3
206,31953,2023-02-08T02:23:50,29891,GET /rate/my+boy+jack+2007=2,my+boy+jack+2007,2
207,31992,2023-02-08T02:23:50,76002,GET /rate/the+island+president+2012=3,the+island+president+2012,3
208,32054,2023-02-08T02:23:50,942817,GET /rate/mood+indigo+2013=3,mood+indigo+2013,3
209,32374,2023-02-08T02:23:51,600806,GET /rate/nobodys+fool+1986=4,nobodys+fool+1986,4
210,32526,2023-02-08T02:23:51,599008,GET /rate/the+sword+in+the+stone+1963=3,the+sword+in+the+stone+1963,3
211,32543,2023-02-08T02:23:51,317811,GET /rate/carnage+2011=3,carnage+2011,3
212,32638,2023-02-08T02:23:51,420536,GET /rate/mumblecore+2011=3,mumblecore+2011,3
213,32896,2023-02-08T02:23:51,251068,GET /rate/rush+1991=2,rush+1991,2
214,33012,2023-02-08T02:23:52,271367,GET /rate/cinderella+1950=3,cinderella+1950,3
215,33386,2023-02-08T02:23:52,675256,GET /rate/500+days+of+summer+2009=4,500+days+of+summer+2009,4
216,33956,2023-02-08T02:23:53,444579,GET /rate/perfect+sisters+2014=3,perfect+sisters+2014,3
217,33986,2023-02-08T02:23:54,869763,GET /rate/dangerous+ground+1997=3,dangerous+ground+1997,3
218,34080,2023-02-08T02:23:54,601425,GET /rate/the+proposal+2009=3,the+proposal+2009,3
219,34121,2023-02-08T02:23:54,343402,GET /rate/hercules+1997=4,hercules+1997,4
220,34223,2023-02-08T02:23:54,411199,GET /rate/zig+zag+1970=3,zig+zag+1970,3
221,34253,2023-02-08T02:23:54,722229,GET /rate/scarface+1983=4,scarface+1983,4
222,34256,2023-02-08T02:23:54,520414,GET /rate/saving+face+2004=3,saving+face+2004,3
223,34420,2023-02-08T02:23:54,572941,GET /rate/dossier+51+1978=4,dossier+51+1978,4
224,34483,2023-02-08T02:23:54,268322,GET /rate/shine+1996=4,shine+1996,4
225,34618,2023-02-08T02:23:55,576620,GET /rate/love+in+the+time+of+cholera+2007=3,love+in+the+time+of+cholera+2007,3
226,34679,2023-02-08T02:23:55,758475,GET /rate/comet+in+moominland+1992=5,comet+in+moominland+1992,5
227,34743,2023-02-08T02:23:55,519528,GET /rate/american+pie+2+2001=3,american+pie+2+2001,3
228,35013,2023-02-08T02:23:55,356745,GET /rate/the+avengers+2012=3,the+avengers+2012,3
229,35062,2023-02-08T02:23:55,827726,GET /rate/anastasia+1997=3,anastasia+1997,3
230,35195,2023-02-08T02:23:56,655552,GET /rate/inception+2010=5,inception+2010,5
231,35214,2023-02-08T02:23:56,490672,GET /rate/diary+of+a+wimpy+kid+rodrick+rules+2011=3,diary+of+a+wimpy+kid+rodrick+rules+2011,3
232,35396,2023-02-08T02:23:56,119295,GET /rate/the+lord+of+the+rings+the+fellowship+of+the+ring+2001=5,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
233,35446,2023-02-08T02:23:56,250561,GET /rate/crouching+tiger_+hidden+dragon+2000=4,crouching+tiger_+hidden+dragon+2000,4
234,35597,2023-02-08T02:23:56,480492,GET /rate/star+wars+1977=4,star+wars+1977,4
235,35834,2023-02-08T02:23:57,731943,GET /rate/mystery+train+1989=5,mystery+train+1989,5
236,35889,2023-02-08T02:23:57,405609,GET /rate/iron+man+2008=3,iron+man+2008,3
237,36130,2023-02-08T02:23:57,64277,GET /rate/the+screaming+skull+1958=4,the+screaming+skull+1958,4
238,36327,2023-02-08T02:23:58,744740,GET /rate/the+death+and+life+of+bobby+z+2007=3,the+death+and+life+of+bobby+z+2007,3
239,36570,2023-02-08T02:23:58,791940,GET /rate/toy+story+1995=4,toy+story+1995,4
240,36697,2023-02-08T02:23:58,290444,GET /rate/the+sunset+limited+2011=5,the+sunset+limited+2011,5
241,36786,2023-02-08T02:23:59,294580,GET /rate/captains+courageous+1937=4,captains+courageous+1937,4
242,37008,2023-02-08T02:23:59,84612,GET /rate/the+romantic+englishwoman+1975=4,the+romantic+englishwoman+1975,4
243,37029,2023-02-08T02:23:59,242431,GET /rate/fever+pitch+2005=4,fever+pitch+2005,4
244,37292,2023-02-08T02:24,539061,GET /rate/flirt+1995=3,flirt+1995,3
245,37390,2023-02-08T02:24,25751,GET /rate/spirited+away+2001=4,spirited+away+2001,4
246,37509,2023-02-08T02:24,801612,GET /rate/the+36+crazy+fists+1977=3,the+36+crazy+fists+1977,3
247,37547,2023-02-08T02:24,465326,GET /rate/basara+princess+goh+1992=4,basara+princess+goh+1992,4
248,37842,2023-02-08T02:24:01,145285,GET /rate/goldengirl+1979=3,goldengirl+1979,3
249,38016,2023-02-08T02:24:01,320583,GET /rate/avatar+2009=4,avatar+2009,4
250,38034,2023-02-08T02:24:01,241245,GET /rate/find+me+guilty+2006=4,find+me+guilty+2006,4
251,38267,2023-02-08T02:24:01,185452,GET /rate/underworld+1927=5,underworld+1927,5
